
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Addison County, VT (50001)	1968	224	24,089	929.9
	1969	193	24,168	798.6
	1970	183	24,309	752.8
	1971	202	24,458	825.9
	1972	202	24,673	818.7
	1973	213	25,669	829.8
	1974	208	26,373	788.7
	1975	219	26,753	818.6
	1976	220	27,137	810.7
	1977	217	27,267	795.8
	1978	191	27,593	692.2
	Total	2,272	282,489	804.3
Bennington County, VT (50003)	1968	318	29,334	1,084.1
	1969	362	29,232	1,238.4
	1970	344	29,270	1,175.3
	1971	353	29,254	1,206.7
	1972	312	29,122	1,071.4
	1973	306	30,303	1,009.8
	1974	338	31,032	1,089.2
	1975	309	31,330	986.3
	1976	329	31,861	1,032.6
	1977	308	32,897	936.3
	1978	351	33,003	1,063.5
	Total	3,630	336,638	1,078.3
Caledonia County, VT (50005)	1968	290	22,216	1,305.4
	1969	267	22,506	1,186.4
	1970	271	22,860	1,185.5
	1971	281	23,250	1,208.6
	1972	268	23,742	1,128.8
	1973	299	23,923	1,249.8
	1974	254	24,251	1,047.4
	1975	244	24,831	982.6
	1976	284	25,072	1,132.7
	1977	257	25,195	1,020.0
	1978	254	25,526	995.1
	Total	2,969	263,372	1,127.3
Chittenden County, VT (50007)	1968	675	95,086	709.9
	1969	660	97,255	678.6
	1970	706	99,235	711.4
	1971	651	102,337	636.1
	1972	670	104,094	643.6
	1973	732	103,853	704.8
	1974	684	104,809	652.6
	1975	672	106,111	633.3
	1976	727	107,869	674.0
	1977	671	109,844	610.9
	1978	700	111,414	628.3
	Total	7,548	1,141,907	661.0
Essex County, VT (50009)	1968	59	5,239	1,126.2
	1969	59	5,309	1,111.3
	1970	57	5,416	1,052.4
	1971	65	5,555	1,170.1
	1972	48	5,592	858.4
	1973	69	5,592	1,233.9
	1974	82	5,967	1,374.2
	1975	68	5,999	1,133.5
	1976	55	6,207	886.1
	1977	60	6,116	981.0
	1978	70	5,805	1,205.9
	Total	692	62,797	1,102.0
Franklin County, VT (50011)	1968	337	30,924	1,089.8
	1969	321	31,107	1,031.9
	1970	307	31,294	981.0
	1971	341	31,652	1,077.3
	1972	322	32,404	993.7
	1973	297	32,713	907.9
	1974	348	32,619	1,066.9
	1975	297	33,251	893.2
	1976	328	33,240	986.8
	1977	305	33,510	910.2
	1978	315	33,574	938.2
	Total	3,518	356,288	987.4
Grand Isle County, VT (50013)	1968	32	3,524	908.1
	1969	41	3,533	1,160.5
	1970	33	3,589	919.5
	1971	41	3,616	1,133.8
	1972	28	3,812	734.5
	1973	34	3,888	874.5
	1974	40	3,996	1,001.0
	1975	39	4,047	963.7
	1976	39	4,004	974.0
	1977	33	4,181	789.3
	1978	34	4,131	823.0
	Total	394	42,321	931.0
Lamoille County, VT (50015)	1968	122	12,910	945.0
	1969	124	13,136	944.0
	1970	133	13,349	996.3
	1971	148	13,661	1,083.4
	1972	118	14,255	827.8
	1973	112	15,218	736.0
	1974	126	15,478	814.1
	1975	131	15,736	832.5
	1976	113	15,872	711.9
	1977	134	16,116	831.5
	1978	132	16,364	806.6
	Total	1,393	162,095	859.4
Orange County, VT (50017)	1968	224	17,049	1,313.9
	1969	182	17,324	1,050.6
	1970	189	17,654	1,070.6
	1971	208	18,252	1,139.6
	1972	214	18,887	1,133.1
	1973	225	19,513	1,153.1
	1974	177	19,678	899.5
	1975	211	20,556	1,026.5
	1976	181	20,881	866.8
	1977	160	21,464	745.4
	1978	183	21,673	844.4
	Total	2,154	212,931	1,011.6
Orleans County, VT (50019)	1968	222	19,830	1,119.5
	1969	263	19,988	1,315.8
	1970	255	20,159	1,264.9
	1971	235	20,464	1,148.4
	1972	238	20,943	1,136.4
	1973	226	21,324	1,059.8
	1974	228	21,601	1,055.5
	1975	204	22,040	925.6
	1976	203	22,632	897.0
	1977	219	22,831	959.2
	1978	228	23,209	982.4
	Total	2,521	235,021	1,072.7
Rutland County, VT (50021)	1968	639	50,455	1,266.5
	1969	638	51,620	1,236.0
	1970	644	52,659	1,223.0
	1971	613	54,369	1,127.5
	1972	584	55,288	1,056.3
	1973	639	55,182	1,158.0
	1974	554	55,051	1,006.3
	1975	600	55,898	1,073.4
	1976	564	56,522	997.8
	1977	560	57,250	978.2
	1978	600	58,100	1,032.7
	Total	6,635	602,394	1,101.4
Washington County, VT (50023)	1968	514	46,997	1,093.7
	1969	504	47,378	1,063.8
	1970	460	47,724	963.9
	1971	459	48,196	952.4
	1972	426	49,017	869.1
	1973	480	49,251	974.6
	1974	508	49,962	1,016.8
	1975	463	49,688	931.8
	1976	480	49,964	960.7
	1977	458	51,109	896.1
	1978	497	51,644	962.4
	Total	5,249	540,930	970.4
Windham County, VT (50025)	1968	379	32,499	1,166.2
	1969	345	33,072	1,043.2
	1970	378	33,490	1,128.7
	1971	364	34,245	1,062.9
	1972	376	35,020	1,073.7
	1973	412	34,899	1,180.5
	1974	376	34,773	1,081.3
	1975	361	35,580	1,014.6
	1976	335	35,457	944.8
	1977	376	35,583	1,056.7
	1978	393	36,371	1,080.5
	Total	4,095	380,989	1,074.8
Windsor County, VT (50027)	1968	527	42,781	1,231.9
	1969	468	43,529	1,075.1
	1970	489	44,137	1,107.9
	1971	441	45,014	979.7
	1972	512	45,805	1,117.8
	1973	460	46,235	994.9
	1974	475	46,906	1,012.7
	1975	464	47,451	977.9
	1976	411	48,122	854.1
	1977	452	48,840	925.5
	1978	478	49,998	956.0
	Total	5,177	508,818	1,017.5
Total		48,247	5,128,990	940.7
