
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Atlantic County, NJ (34001)	1999	2,398	250,432	957.5
	2000	2,537	252,552	1,004.5
	2001	2,646	255,737	1,034.7
	2002	2,793	259,263	1,077.3
	2003	2,778	263,285	1,055.1
	2004	2,732	267,723	1,020.5
	2005	2,700	270,332	998.8
	2006	2,613	271,759	961.5
	2007	2,419	272,303	888.3
	2008	2,531	273,014	927.1
	2009	2,536	274,049	925.4
	2010	2,496	274,549	909.1
	2011	2,570	274,794	935.2
	2012	2,543	275,362	923.5
	Total	36,292	3,735,154	971.6
Bergen County, NJ (34003)	1999	7,625	880,225	866.3
	2000	7,703	884,118	871.3
	2001	7,643	888,782	859.9
	2002	7,632	890,647	856.9
	2003	7,466	892,214	836.8
	2004	7,297	893,378	816.8
	2005	7,144	891,446	801.4
	2006	6,975	889,406	784.2
	2007	7,066	890,817	793.2
	2008	7,031	895,328	785.3
	2009	6,628	900,319	736.2
	2010	6,867	905,116	758.7
	2011	6,917	912,808	757.8
	2012	7,096	919,010	772.1
	Total	101,090	12,533,614	806.6
Burlington County, NJ (34005)	1999	3,519	420,542	836.8
	2000	3,559	423,394	840.6
	2001	3,614	429,727	841.0
	2002	3,786	436,445	867.5
	2003	3,794	442,434	857.5
	2004	3,637	446,548	814.5
	2005	3,786	447,245	846.5
	2006	3,560	448,373	794.0
	2007	3,645	447,560	814.4
	2008	3,612	446,831	808.4
	2009	3,566	447,391	797.1
	2010	3,647	448,734	812.7
	2011	3,773	450,750	837.0
	2012	3,762	451,626	833.0
	Total	51,260	6,187,600	828.4
Camden County, NJ (34007)	1999	4,713	509,410	925.2
	2000	4,825	508,932	948.1
	2001	4,696	506,326	927.5
	2002	4,798	507,899	944.7
	2003	4,816	508,563	947.0
	2004	4,672	510,137	915.8
	2005	4,642	511,982	906.7
	2006	4,627	513,195	901.6
	2007	4,441	513,546	864.8
	2008	4,586	513,853	892.5
	2009	4,375	513,668	851.7
	2010	4,450	513,657	866.3
	2011	4,497	513,668	875.5
	2012	4,457	513,689	867.6
	Total	64,595	7,158,525	902.4
Cape May County, NJ (34009)	1999	1,295	102,135	1,267.9
	2000	1,361	102,326	1,330.1
	2001	1,381	102,023	1,353.6
	2002	1,301	101,694	1,279.3
	2003	1,331	101,710	1,308.6
	2004	1,275	100,482	1,268.9
	2005	1,388	99,269	1,398.2
	2006	1,286	98,695	1,303.0
	2007	1,215	97,686	1,243.8
	2008	1,275	97,550	1,307.0
	2009	1,280	97,238	1,316.4
	2010	1,227	97,265	1,261.5
	2011	1,255	96,603	1,299.1
	2012	1,320	96,415	1,369.1
	Total	18,190	1,391,091	1,307.6
Cumberland County, NJ (34011)	1999	1,490	146,293	1,018.5
	2000	1,531	146,438	1,045.5
	2001	1,567	146,451	1,070.0
	2002	1,473	147,294	1,000.0
	2003	1,549	148,437	1,043.5
	2004	1,541	149,837	1,028.5
	2005	1,622	152,022	1,067.0
	2006	1,411	153,371	920.0
	2007	1,385	154,489	896.5
	2008	1,405	155,738	902.2
	2009	1,381	156,531	882.3
	2010	1,420	156,898	905.0
	2011	1,416	157,724	897.8
	2012	1,413	157,917	894.8
	Total	20,604	2,129,440	967.6
Essex County, NJ (34013)	1999	7,311	789,678	925.8
	2000	7,294	793,633	919.1
	2001	7,196	794,312	905.9
	2002	7,003	795,625	880.2
	2003	6,892	795,167	866.7
	2004	6,545	791,305	827.1
	2005	6,482	786,341	824.3
	2006	6,275	781,027	803.4
	2007	6,244	778,996	801.5
	2008	6,179	778,165	794.0
	2009	5,763	781,943	737.0
	2010	5,974	783,969	762.0
	2011	5,937	786,337	755.0
	2012	5,729	786,943	728.0
	Total	90,824	11,023,441	823.9
Gloucester County, NJ (34015)	1999	2,083	252,536	824.8
	2000	2,160	254,673	848.1
	2001	2,252	258,783	870.2
	2002	2,381	262,909	905.6
	2003	2,411	267,445	901.5
	2004	2,346	271,714	863.4
	2005	2,539	275,122	922.9
	2006	2,368	280,015	845.7
	2007	2,250	284,086	792.0
	2008	2,330	286,072	814.5
	2009	2,333	287,362	811.9
	2010	2,349	288,288	814.8
	2011	2,416	289,437	834.7
	2012	2,461	289,808	849.2
	Total	32,679	3,848,250	849.2
Hudson County, NJ (34017)	1999	4,816	603,993	797.4
	2000	4,796	608,975	787.6
	2001	4,751	616,629	770.5
	2002	4,576	615,554	743.4
	2003	4,399	614,813	715.5
	2004	4,281	614,607	696.5
	2005	4,303	614,664	700.1
	2006	4,235	613,577	690.2
	2007	3,930	613,637	640.4
	2008	3,961	619,533	639.4
	2009	3,781	628,572	601.5
	2010	3,755	634,266	592.0
	2011	3,876	645,113	600.8
	2012	3,748	653,369	573.6
	Total	59,208	8,697,302	680.8
Hunterdon County, NJ (34019)	1999	771	120,689	638.8
	2000	802	121,989	657.4
	2001	815	124,500	654.6
	2002	843	125,892	669.6
	2003	792	126,935	623.9
	2004	764	127,583	598.8
