
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Hawaii County, HI (15001)	1999	1,216	146,970	827.4
	2000	1,158	148,677	778.9
	2001	1,199	151,690	790.4
	2002	1,282	154,576	829.4
	2003	1,283	158,442	809.8
	2004	1,252	162,852	768.8
	2005	1,246	168,237	740.6
	2006	1,388	173,536	799.8
	2007	1,380	177,733	776.4
	2008	1,430	181,506	787.9
	2009	1,414	183,629	770.0
	2010	1,298	185,079	701.3
	2011	1,397	186,886	747.5
	2012	1,502	188,575	796.5
	Total	18,445	2,368,388	778.8
Honolulu County, HI (15003)	1999	5,879	878,906	668.9
	2000	5,835	876,156	666.0
	2001	5,973	882,755	676.6
	2002	6,226	890,473	699.2
	2003	6,366	894,311	711.8
	2004	6,393	907,997	704.1
	2005	6,458	918,181	703.3
	2006	6,632	926,954	715.5
	2007	6,572	925,335	710.2
	2008	6,628	933,680	709.9
	2009	6,956	943,177	737.5
	2010	6,840	953,207	717.6
	2011	6,961	965,629	720.9
	2012	7,242	974,990	742.8
	Total	90,961	12,871,751	706.7
Kalawao County, HI (15005)	Total	24	1,610	1,490.7
Kauai County, HI (15007)	1999	454	58,264	779.2
	2000	454	58,463	776.6
	2001	425	59,075	719.4
	2002	431	59,981	718.6
	2003	454	60,805	746.6
	2004	483	62,095	777.8
	2005	500	62,863	795.4
	2006	505	63,465	795.7
	2007	509	64,490	789.3
	2008	492	65,603	750.0
	2009	540	66,518	811.8
	2010	535	67,091	797.4
	2011	517	67,731	763.3
	2012	507	68,395	741.3
	Total	6,806	884,839	769.2
Maui County, HI (15009)	1999	716	126,002	568.2
	2000	842	128,094	657.3
	2001	791	132,290	597.9
	2002	859	134,450	638.9
	2003	873	137,469	635.1
	2004	902	140,508	642.0
	2005	931	143,334	649.5
	2006	907	145,667	622.7
	2007	1,031	148,012	696.6
	2008	949	151,325	627.1
	2009	1,004	153,300	654.9
	2010	944	154,834	609.7
	2011	1,047	156,561	668.7
	2012	1,023	158,040	647.3
	Total	12,819	2,009,886	637.8
Total		129,055	18,136,474	711.6
