
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Atlantic County, NJ (34001)	1968	2,534	169,494	1,495.0
	1969	2,566	172,723	1,485.6
	1970	2,589	175,556	1,474.7
	1971	2,520	180,150	1,398.8
	1972	2,668	185,015	1,442.0
	1973	2,760	187,221	1,474.2
	1974	2,672	189,148	1,412.7
	1975	2,630	189,505	1,387.8
	1976	2,461	189,640	1,297.7
	1977	2,349	189,657	1,238.6
	1978	2,495	191,315	1,304.1
	Total	28,244	2,019,424	1,398.6
Bergen County, NJ (34003)	1968	7,671	903,313	849.2
	1969	7,574	898,077	843.4
	1970	7,416	896,162	827.5
	1971	7,611	891,954	853.3
	1972	7,760	882,361	879.5
	1973	7,585	877,425	864.5
	1974	7,584	872,298	869.4
	1975	7,515	870,583	863.2
	1976	7,672	865,085	886.8
	1977	7,659	859,791	890.8
	1978	7,528	854,800	880.7
	Total	83,575	9,671,849	864.1
Burlington County, NJ (34005)	1968	2,024	306,215	661.0
	1969	1,980	315,299	628.0
	1970	2,070	323,198	640.5
	1971	2,075	337,067	615.6
	1972	2,190	346,758	631.6
	1973	2,226	339,554	655.6
	1974	2,162	336,172	643.1
	1975	2,175	343,924	632.4
	1976	2,116	352,818	599.7
	1977	2,227	357,314	623.3
	1978	2,347	358,657	654.4
	Total	23,592	3,716,976	634.7
Camden County, NJ (34007)	1968	4,436	441,789	1,004.1
	1969	4,308	449,521	958.4
	1970	4,281	456,607	937.6
	1971	4,270	468,015	912.4
	1972	4,438	471,180	941.9
	1973	4,365	471,127	926.5
	1974	4,357	472,440	922.2
	1975	4,132	473,720	872.2
	1976	3,909	472,287	827.7
	1977	4,103	471,866	869.5
	1978	4,026	470,698	855.3
	Total	46,625	5,119,250	910.8
Cape May County, NJ (34009)	1968	930	54,791	1,697.4
	1969	912	57,413	1,588.5
	1970	968	59,630	1,623.3
	1971	982	63,574	1,544.7
	1972	1,014	66,184	1,532.1
	1973	1,048	68,118	1,538.5
	1974	1,062	71,912	1,476.8
	1975	1,127	73,946	1,524.1
	1976	1,102	76,782	1,435.2
	1977	1,082	78,246	1,382.8
	1978	1,125	79,911	1,407.8
	Total	11,352	750,507	1,512.6
Cumberland County, NJ (34011)	1968	1,295	114,699	1,129.0
	1969	1,246	118,452	1,051.9
	1970	1,263	121,724	1,037.6
	1971	1,349	126,923	1,062.8
	1972	1,220	128,908	946.4
	1973	1,347	130,557	1,031.7
	1974	1,275	133,178	957.4
	1975	1,181	134,071	880.9
	1976	1,211	135,255	895.3
	1977	1,215	135,210	898.6
	1978	1,242	134,549	923.1
	Total	13,844	1,413,526	979.4
Essex County, NJ (34013)	1968	10,928	921,066	1,186.5
	1969	10,277	927,574	1,107.9
	1970	10,271	933,639	1,100.1
	1971	10,119	943,630	1,072.3
	1972	10,098	934,050	1,081.1
	1973	9,929	921,935	1,077.0
	1974	9,318	913,437	1,020.1
	1975	8,793	904,780	971.8
	1976	8,681	897,049	967.7
	1977	8,274	879,559	940.7
	1978	8,452	868,971	972.6
	Total	105,140	10,045,690	1,046.6
Gloucester County, NJ (34015)	1968	1,409	168,084	838.3
	1969	1,457	170,364	855.2
	1970	1,343	172,572	778.2
	1971	1,487	175,832	845.7
	1972	1,504	179,005	840.2
	1973	1,451	180,401	804.3
	1974	1,496	183,442	815.5
	1975	1,425	182,542	780.6
	1976	1,520	185,036	821.5
	1977	1,511	187,387	806.4
	1978	1,512	192,635	784.9
	Total	16,115	1,977,300	815.0
Hudson County, NJ (34017)	1968	7,605	615,681	1,235.2
	1969	7,391	611,172	1,209.3
	1970	7,350	609,306	1,206.3
	1971	7,221	605,430	1,192.7
	1972	7,386	606,111	1,218.6
	1973	7,035	596,743	1,178.9
	1974	6,592	591,290	1,114.9
	1975	6,255	584,700	1,069.8
	1976	6,196	581,504	1,065.5
	1977	6,164	572,350	1,077.0
	1978	6,071	567,571	1,069.6
	Total	75,266	6,541,858	1,150.5
Hunterdon County, NJ (34019)	1968	573	68,262	839.4
	1969	753	68,950	1,092.1
	1970	620	69,706	889.4
	1971	644	70,656	911.5
	1972	684	73,879	925.8
	1973	593	76,005	780.2
	1974	606	76,871	788.3
	1975	583	78,623	741.5
	1976	635	80,685	787.0
	1977	633	82,928	763.3
	1978	614	84,989	722.4
	Total	6,938	831,554	834.3
Mercer County, NJ (34021)	1968	3,047	298,810	1,019.7
	1969	2,903	301,704	962.2
	1970	2,892	304,541	949.6
	1971	3,083	308,759	998.5
	1972	3,044	314,146	969.0
	1973	2,920	314,854	927.4
	1974	2,858	316,724	902.4
	1975	2,665	315,307	845.2
	1976	2,818	312,891	900.6
	1977	2,772	311,635	889.5
	1978	2,747	311,910	880.7
	Total	31,749	3,411,281	930.7
Middlesex County, NJ (34023)	1968	4,168	573,082	727.3
	1969	4,057	578,183	701.7
	1970	4,122	583,089	706.9
	1971	4,200	591,638	709.9
	1972	4,224	593,002	712.3
	1973	4,088	592,637	689.8
	1974	4,201	593,179	708.2
	1975	4,040	587,362	687.8
	1976	4,064	585,769	693.8
	1977	4,314	586,681	735.3
	1978	4,168	590,537	705.8
	Total	45,646	6,455,159	707.1
Monmouth County, NJ (34025)	1968	4,285	447,705	957.1
	1969	4,293	455,237	943.0
	1970	4,350	461,622	942.3
	1971	4,389	472,067	929.7
	1972	4,458	477,077	934.4
	1973	4,408	479,565	919.2
	1974	4,364	483,822	902.0
	1975	4,378	490,257	893.0
	1976	4,468	490,125	911.6
	1977	4,604	492,238	935.3
	1978	4,511	496,533	908.5
	Total	48,508	5,246,248	924.6
Morris County, NJ (34027)	1968	2,524	374,355	674.2
	1969	2,650	378,824	699.5
	1970	2,689	382,945	702.2
	1971	2,739	388,970	704.2
	1972	2,616	391,560	668.1
	1973	2,655	395,054	672.1
	1974	2,661	392,831	677.4
	1975	2,593	393,731	658.6
	1976	2,572	393,858	653.0
	1977	2,545	399,131	637.6
	1978	2,646	403,301	656.1
	Total	28,890	4,294,560	672.7
Ocean County, NJ (34029)	1968	2,180	187,619	1,161.9
	1969	2,350	199,114	1,180.2
	1970	2,614	208,562	1,253.3
	1971	2,634	225,716	1,167.0
	1972	2,834	248,980	1,138.2
	1973	3,077	268,347	1,146.6
	1974	3,204	281,686	1,137.4
	1975	3,309	293,085	1,129.0
	1976	3,524	305,197	1,154.7
	1977	3,824	319,173	1,198.1
	1978	3,986	331,031	1,204.1
