
                        
                      	Year	
                        
                      	
                        
                      	
                        
                      
Kent County, DE (10001)	1999	1,097	125,611	873.3
	2000	1,024	126,697	808.2
	2001	1,106	129,228	855.9
	2002	1,120	131,824	849.6
	2003	1,116	134,605	829.1
	2004	1,156	139,342	829.6
	2005	1,262	144,585	872.8
	2006	1,227	149,704	819.6
	2007	1,255	153,969	815.1
	2008	1,370	157,925	867.5
	2009	1,381	160,081	862.7
	2010	1,357	162,310	836.1
	2011	1,367	165,189	827.5
	2012	1,463	167,540	873.2
	Total	17,301	2,048,610	844.5
New Castle County, DE (10003)	1999	3,920	496,079	790.2
	2000	4,103	500,265	820.2
	2001	4,229	506,026	835.7
	2002	3,991	510,158	782.3
	2003	4,126	514,769	801.5
	2004	4,156	518,944	800.9
	2005	4,249	523,343	811.9
	2006	4,059	527,174	770.0
	2007	4,135	530,555	779.4
	2008	4,280	533,958	801.6
	2009	4,092	536,898	762.2
	2010	4,207	538,479	781.3
	2011	4,398	542,354	810.9
	2012	4,257	546,140	779.5
	Total	58,202	7,325,142	794.6
Sussex County, DE (10005)	1999	1,649	153,300	1,075.7
	2000	1,748	156,638	1,115.9
	2001	1,777	160,445	1,107.5
	2002	1,750	164,187	1,065.9
	2003	1,828	168,629	1,084.0
	2004	1,831	172,517	1,061.3
	2005	1,961	177,222	1,106.5
	2006	1,918	182,390	1,051.6
	2007	1,937	187,225	1,034.6
	2008	1,972	191,991	1,027.1
	2009	2,061	194,751	1,058.3
	2010	2,142	197,145	1,086.5
	2011	2,080	200,442	1,037.7
	2012	2,155	203,373	1,059.6
	Total	26,809	2,510,255	1,068.0
Total		102,312	11,884,007	860.9
